[    3058ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:5173/node_modules/.vite/deps/react-dom_client.js?v=c241846f:20102
[    3910ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://127.0.0.1:5173/diff-overlay.json?token=3e6f2bd22dd0e0a45d5e0f376e9f3fc0:0
[    3910ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://127.0.0.1:5173/domain-graph.json?token=3e6f2bd22dd0e0a45d5e0f376e9f3fc0:0
[    4134ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://127.0.0.1:5173/diff-overlay.json?token=3e6f2bd22dd0e0a45d5e0f376e9f3fc0:0
[    4265ms] [ERROR] Failed to load resource: the server responded with a status of 404 (Not Found) @ http://127.0.0.1:5173/domain-graph.json?token=3e6f2bd22dd0e0a45d5e0f376e9f3fc0:0
[   95633ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95637ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95637ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95637ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95637ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95644ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95644ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95644ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95644ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95644ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95644ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95644ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95645ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95645ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95645ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95656ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95656ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95656ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95656ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95656ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95660ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95660ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95660ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95660ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95660ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95675ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95675ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95675ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95675ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95676ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95676ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95684ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95684ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95684ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95684ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95684ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95684ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95685ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95685ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95685ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95685ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95685ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95685ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95696ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95696ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95696ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95696ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95696ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   95696ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96379ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96379ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96380ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96380ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96380ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96380ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96393ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96393ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96393ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96394ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96394ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96394ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96394ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96394ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96394ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96394ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96395ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96395ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96402ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96402ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96402ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96402ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96402ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96402ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96405ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96405ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96405ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96405ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96405ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-5. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96405ms] [WARNING] [React Flow]: Couldn't create edge for target handle id: "null", edge id: inflated-document:CLAUDE.md|container:docs|documents. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96421ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-1. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96421ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-2. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96421ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-3. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
[   96421ms] [WARNING] [React Flow]: Couldn't create edge for source handle id: "null", edge id: e-4. Help: https://reactflow.dev/error#008 @ http://127.0.0.1:5173/node_modules/.vite/deps/@xyflow_react.js?v=e2199c63:3738
